x1	y1	x2	y2
3.4682703	5.209947	1.6839993	9.905153
1.6839993	9.905153	4.148158	1.2082952
4.148158	1.2082952	3.4682703	5.209947
3.4682703	5.209947	4.148158	1.2082952
1.6839993	9.905153	3.4682703	5.209947
0.36108613	8.522375	1.6839993	9.905153
1.6839993	9.905153	0.36108613	8.522375
4.148158	1.2082952	1.6839993	9.905153
8.738472	2.4518304	4.148158	1.2082952
7.389741	5.8858232	8.738472	2.4518304
4.148158	1.2082952	7.389741	5.8858232
7.389741	5.8858232	4.148158	1.2082952
4.148158	1.2082952	8.738472	2.4518304
8.738472	2.4518304	7.389741	5.8858232
